interaction_id,student_id,resource_id,intent_goal,current_confidence,completion_rate,feedback_label
int_fa2ab17c7f65,stu_25bfd910,res_f3d81d77,Board Prep,Strong,56,Too Slow
int_0bc49d6e8d83,stu_fa2c9342,res_e9ad0a84,Board Prep,Average,86,Too Hard
int_20dfe5b6b7f5,stu_17cc9b23,res_336d078b,Daily Revision,Weak,97,Perfect
int_3cfa021a5d29,stu_1f68e4a8,res_2520ba08,Board Prep,Weak,36,Too Hard
int_9c06259655f6,stu_c292ed05,res_db028bb9,Board Prep,Strong,76,Too Hard
int_6c6d45a402ef,stu_7950a264,res_22bc4f4b,Daily Revision,Strong,68,Too Slow
int_191690e89925,stu_511b7b1c,res_9069e6e0,Homework Help,Strong,89,Perfect
int_88364768d7da,stu_f60419f4,res_f112e89c,Homework Help,Weak,81,Perfect
int_ee8140813464,stu_ae5a0b75,res_9883b64f,Board Prep,Weak,82,Perfect
int_df2cf24cbf19,stu_4accabcc,res_2bd80769,Daily Revision,Strong,85,Too Hard
int_59b8201b105c,stu_38cc7be5,res_368ba6ab,Daily Revision,Average,75,Too Hard
int_c2db6592192f,stu_4437fa38,res_b11fc7cc,Daily Revision,Weak,28,Too Hard
int_0553a5138fbd,stu_cea188d6,res_fcd7ec8c,Daily Revision,Strong,53,Perfect
int_8ac9c1d1a7a7,stu_da20ebf5,res_03a3232e,Daily Revision,Weak,69,Too Slow
int_3929a85f5c73,stu_f0dbffa3,res_bbea8abb,Homework Help,Average,95,Too Hard
int_34882c7997ac,stu_4c0afcc5,res_e30f9bca,Daily Revision,Strong,84,Perfect
int_9daa66a9789b,stu_ec10089e,res_02e3d526,Board Prep,Weak,95,Too Slow
int_11effb7bcc76,stu_8f1d3aee,res_56b400a5,Daily Revision,Strong,90,Perfect
int_2e438b29548c,stu_e947a439,res_d08dacbf,Daily Revision,Weak,85,Perfect
int_5234ae87c127,stu_fb9c3b55,res_a4cbf00c,Daily Revision,Weak,80,Perfect
int_928168f1ef76,stu_8f1d3aee,res_69411cfa,Board Prep,Average,80,Too Slow
int_6bd3eb60da44,stu_bca79d41,res_c097c0c3,Board Prep,Average,99,Perfect
int_b26119cfa30f,stu_3171584d,res_8d34257b,Board Prep,Average,52,Too Hard
int_0c038c51785d,stu_0f259962,res_204d3e4d,Daily Revision,Average,56,Too Slow
int_a9fd5c965648,stu_1744a600,res_d4a8c829,Daily Revision,Strong,41,Too Hard
int_3396d1d8192b,stu_824cadd0,res_29145c3c,Homework Help,Average,56,Too Slow
int_ed805ede85e4,stu_bdf174d4,res_7924928f,Homework Help,Strong,65,Too Hard
int_27aaf5d65f3f,stu_46d96e2b,res_4d9a8882,Homework Help,Weak,88,Perfect
int_8af5082e14e0,stu_776f396e,res_47fbf8e0,Daily Revision,Strong,57,Too Hard
int_18f453e26b9b,stu_f8d0a9c0,res_7c315d36,Daily Revision,Strong,33,Too Slow
int_7ba293531d9e,stu_7de4ca90,res_5e550292,Board Prep,Average,55,Too Slow
int_23f1625b6176,stu_64a973a2,res_5d5e9b35,Homework Help,Weak,94,Perfect
int_9df151ad1b01,stu_2b5c74f2,res_f7aed930,Homework Help,Weak,89,Perfect
int_66246dce0b7f,stu_33f36eed,res_31c3d93f,Daily Revision,Average,100,Perfect
int_2bc6a0b2e5bd,stu_cea188d6,res_c357dead,Board Prep,Strong,40,Too Slow
int_6831f74c4a23,stu_49441f64,res_4c996885,Board Prep,Average,71,Too Hard
int_d23d43606e29,stu_d85ec4a2,res_279f0249,Daily Revision,Strong,79,Too Slow
int_3cc0270741cc,stu_f1b07efd,res_a434e551,Homework Help,Average,70,Too Slow
int_de6dd62672ae,stu_8be9a752,res_4d1bfec5,Board Prep,Average,57,Too Slow
int_4fcaf56a84cb,stu_51d7da6c,res_ad8adc31,Homework Help,Strong,67,Too Slow
int_eb5f620e1f87,stu_8bee5e22,res_8031c211,Homework Help,Weak,13,Too Hard
int_e348894383fe,stu_077b41ce,res_c9130d35,Homework Help,Average,65,Too Slow
int_a85866876fdd,stu_50e44c6e,res_d51e2160,Daily Revision,Average,53,Perfect
int_10606710519d,stu_d61d39c0,res_1f14652b,Board Prep,Average,61,Too Hard
int_795159f1baaf,stu_fdf186af,res_7add7864,Homework Help,Weak,80,Perfect
int_81b904a29cd7,stu_6e0aed4f,res_ac4461f4,Homework Help,Strong,79,Too Slow
int_5c9dbae39774,stu_2ed6b98d,res_1cb0376d,Homework Help,Average,56,Too Slow
int_dcdae07c007f,stu_de5825ca,res_0fdd6a97,Daily Revision,Weak,69,Perfect
int_e5de0232817b,stu_70da3281,res_fea0c8e7,Daily Revision,Average,74,Perfect
int_aba934dad962,stu_44c2c987,res_a4cbf00c,Homework Help,Strong,53,Too Slow
int_a98de2aef200,stu_37cc7a11,res_f05d463f,Daily Revision,Weak,50,Too Slow
int_17b736130c70,stu_77d81450,res_819fa87b,Board Prep,Weak,86,Too Hard
int_e77835eada05,stu_9f41ba5f,res_7007cf6e,Daily Revision,Weak,10,Too Hard
int_701a020e103d,stu_01970a15,res_e5c51577,Homework Help,Average,52,Too Hard
int_3e1ab83a6c47,stu_be17d95c,res_366e943d,Homework Help,Average,74,Too Hard
int_fc9dcbb539e8,stu_422268d8,res_a9a00255,Homework Help,Average,70,Too Hard
int_d54172e2d133,stu_8339d87d,res_b23fee46,Daily Revision,Weak,81,Perfect
int_92227e5fb79d,stu_5554445e,res_cc2cd6d0,Homework Help,Average,83,Perfect
int_a414c4f40ce8,stu_bb1ce792,res_f96860ac,Daily Revision,Weak,85,Perfect
int_c1ade713fbe1,stu_d166fa97,res_9ef5fa84,Board Prep,Strong,68,Too Slow
int_c24d5830b48a,stu_30ac8a61,res_afa919ac,Board Prep,Weak,22,Too Hard
int_866655741ab7,stu_ad3e2546,res_165136eb,Board Prep,Weak,57,Too Slow
int_a41d1a65f944,stu_2af6acbb,res_1667f461,Board Prep,Weak,68,Too Hard
int_7c9397364261,stu_635fba50,res_309a59da,Homework Help,Strong,53,Too Slow
int_f91bf20abc1c,stu_3e2f779d,res_998651ca,Homework Help,Weak,69,Too Slow
int_0f75699c5e0c,stu_3ae954d3,res_af11375e,Board Prep,Strong,39,Too Slow
int_069020bb3359,stu_c9d7202b,res_bd41d0e2,Daily Revision,Average,81,Perfect
int_98ca9f66d3f9,stu_ca85045b,res_8031c211,Homework Help,Weak,32,Too Hard
int_21c2d3183418,stu_c7cb598d,res_366e943d,Board Prep,Weak,98,Perfect
int_647c3b8704c6,stu_f99e97e8,res_f52d18b1,Homework Help,Weak,93,Perfect
int_3cc6f1a91295,stu_3b73ab9b,res_dd3c20ca,Daily Revision,Strong,85,Perfect
int_d7ce4b8ac988,stu_3ae954d3,res_8933b003,Daily Revision,Strong,84,Perfect
int_246b82d6b8d0,stu_5f2e2899,res_aa568c7c,Daily Revision,Strong,81,Too Hard
int_1a9c2f3c898b,stu_5b62b49c,res_4133e3e4,Daily Revision,Average,74,Too Hard
int_930948fdbca2,stu_b36949c4,res_18eea1e5,Board Prep,Strong,84,Perfect
int_1cde88999f3c,stu_8c88f703,res_5e550292,Board Prep,Weak,32,Too Hard
int_29f1a1e219af,stu_73bc4081,res_f24544bb,Board Prep,Weak,80,Perfect
int_4758cb1e8bd0,stu_f7e8e20c,res_f7aed930,Homework Help,Average,81,Perfect
int_9db25ca8a713,stu_75b99032,res_8e1f0c7e,Homework Help,Strong,56,Too Slow
int_28e364a12012,stu_8bcb08e7,res_c3008573,Homework Help,Strong,72,Too Slow
int_cbcca8e9ec29,stu_0c14e3fc,res_f08979f3,Homework Help,Strong,55,Too Slow
int_720bf4fa9c3c,stu_3c710c3e,res_578c4bc3,Homework Help,Strong,90,Perfect
int_726b9e847216,stu_5c926d12,res_a67a7f85,Homework Help,Average,88,Perfect
int_7e0a806d25f2,stu_fb80a5be,res_5f6a4b32,Board Prep,Average,63,Too Hard
int_d12b27fd5418,stu_56523d55,res_6bd9dda3,Daily Revision,Strong,51,Too Slow
int_531f88b513d7,stu_04401348,res_34668345,Daily Revision,Weak,56,Too Slow
int_5c2d27f12a6f,stu_12ae1d04,res_520dde30,Homework Help,Strong,85,Too Slow
int_a3c584ea5c63,stu_b789d387,res_700cc745,Daily Revision,Average,95,Perfect
int_77d9dd372a54,stu_a4d58926,res_65c8bcde,Homework Help,Average,82,Too Slow
int_6aee1fc8d46a,stu_d441e1bc,res_e36dd47b,Daily Revision,Weak,36,Too Hard
int_76d3ed623dca,stu_220116cf,res_a0b45e48,Daily Revision,Strong,51,Too Slow
int_4efae35e4da7,stu_e5a9982b,res_ff94c9ad,Daily Revision,Weak,90,Perfect
int_29474306ac90,stu_34a67a77,res_4ce9516a,Daily Revision,Average,81,Perfect
int_c621b4eed649,stu_2e117cac,res_746abc2e,Daily Revision,Strong,30,Too Slow
int_8199ed10d708,stu_6e239eb3,res_c1c8f348,Board Prep,Strong,86,Perfect
int_13fd90329b7f,stu_e33f5939,res_58b7735b,Board Prep,Weak,97,Perfect
int_e2b7a9aefe5a,stu_df96aa7c,res_f1a6045d,Homework Help,Weak,99,Perfect
int_3a610c51ed5d,stu_1dab2dc9,res_834a7e71,Homework Help,Strong,64,Too Slow
int_4033d9f4b1b9,stu_818bade2,res_a36d3f3b,Daily Revision,Average,85,Perfect
int_52ec88e79e5d,stu_a41a7c4d,res_4080beed,Daily Revision,Strong,56,Too Slow
int_6d4333ce3164,stu_59d6bc2a,res_9b80b35c,Homework Help,Strong,57,Too Slow
int_22273458adb5,stu_0b73284f,res_f6eb01de,Board Prep,Weak,87,Perfect
int_6ebd0030d008,stu_5c0ad06e,res_21e39c68,Daily Revision,Weak,53,Too Slow
int_417bc549eef1,stu_52a3bf95,res_d9a4a272,Board Prep,Strong,88,Perfect
int_0f2791755970,stu_54de3311,res_20aacf41,Daily Revision,Weak,86,Perfect
int_eb7a33d91ba4,stu_0a44fcd2,res_767bba67,Homework Help,Weak,80,Too Slow
int_b8d9fb4ba288,stu_4f37d511,res_a03a5cc2,Homework Help,Strong,47,Too Slow
int_7c8e5f183fc3,stu_fe4a31e3,res_4640c577,Daily Revision,Average,82,Too Hard
int_659df716b23c,stu_2fc918e5,res_e06fc678,Daily Revision,Average,95,Perfect
int_a989d9bde67c,stu_c88812a6,res_07a420dc,Daily Revision,Weak,40,Too Hard
int_de1c34e02cbd,stu_cb62ea23,res_60b64c1e,Daily Revision,Strong,32,Too Slow
int_f9e6c3dea201,stu_65b10015,res_cc2cd6d0,Homework Help,Weak,33,Too Hard
int_e3b7b509dcbf,stu_17f45f32,res_e69877cd,Board Prep,Weak,76,Perfect
int_169024e66215,stu_3ce169e6,res_5743c6f4,Board Prep,Average,92,Perfect
int_9ebe3c39debd,stu_7939bc99,res_c60301bd,Board Prep,Strong,31,Too Slow
int_0ce5301a66f4,stu_7478871d,res_de872dc9,Homework Help,Weak,59,Too Hard
int_0e32ce52de20,stu_976d47d3,res_43d1060d,Homework Help,Weak,93,Perfect
int_41356f614697,stu_46d5d004,res_d666e686,Board Prep,Average,84,Perfect
int_89dc4580a2cb,stu_525a4251,res_00cd2e17,Board Prep,Strong,55,Too Hard
int_0430b4cc4172,stu_eeb135f8,res_767bba67,Daily Revision,Weak,53,Too Slow
int_7e0bc90bfe7e,stu_d1bbd755,res_0708ec93,Daily Revision,Weak,83,Perfect
int_456cf1fc18d8,stu_2770d494,res_4c996885,Board Prep,Strong,59,Too Slow
int_88a52be44a97,stu_7bab3cea,res_a05ff0de,Daily Revision,Weak,12,Too Hard
int_af67c9878e4b,stu_016d16d0,res_fa89f309,Daily Revision,Strong,89,Perfect
int_c51fd21b4948,stu_fecd2786,res_43d1060d,Daily Revision,Strong,67,Too Slow
int_766473744322,stu_1ac563e5,res_f871f20e,Board Prep,Strong,37,Too Slow
int_aa00ef87b946,stu_4ad3af48,res_e36dd47b,Daily Revision,Weak,18,Too Hard
int_3df8a6b39988,stu_abeea64d,res_7b7f729b,Daily Revision,Average,85,Perfect
int_21e00e2b4f66,stu_8bee5e22,res_d7ec80a5,Daily Revision,Strong,34,Too Slow
int_92255ee265e3,stu_74fbe5b5,res_29f23e97,Daily Revision,Average,90,Perfect
int_9bede10a0f42,stu_4a83c680,res_186c8fca,Board Prep,Weak,88,Perfect
int_200684fee7f4,stu_819273cc,res_ca2d9daa,Daily Revision,Weak,95,Perfect
int_5aa865eecc6b,stu_388549c3,res_5338cc98,Board Prep,Strong,86,Too Slow
int_6a6428bc82ef,stu_5c926d12,res_fea0c8e7,Homework Help,Average,73,Too Slow
int_f4df055ecf22,stu_a09edb88,res_bf8f4c88,Daily Revision,Weak,63,Too Hard
int_0bedfec2ae67,stu_5b003e4c,res_b7fbf07c,Board Prep,Strong,55,Too Slow
int_4bc58965014c,stu_59d6bc2a,res_34668345,Board Prep,Weak,53,Too Slow
int_3817aa5dc7dd,stu_83ca2a0a,res_587dd960,Board Prep,Strong,61,Too Slow
int_0d401edc9fae,stu_fc7f9c84,res_dc0b809d,Homework Help,Weak,81,Perfect
int_f15f13f11db9,stu_46e19652,res_6433a9ea,Board Prep,Average,82,Perfect
int_f1d948ac649a,stu_5dfab022,res_432f11de,Homework Help,Strong,81,Perfect
int_083df40f5dcd,stu_a6d126b3,res_1ed95612,Daily Revision,Average,86,Perfect
int_0423f22307a7,stu_6b50467c,res_2bee3b2e,Daily Revision,Average,52,Too Slow
int_db2b7ec7d3e1,stu_a79c8b20,res_02ddb291,Board Prep,Strong,99,Perfect
int_d583f97a963c,stu_9ed3b4db,res_5709352f,Homework Help,Average,81,Too Slow
int_514dfa2db05b,stu_be80188c,res_5328c639,Daily Revision,Weak,97,Perfect
int_5fcf25997000,stu_29cdd9c3,res_dca7ca18,Board Prep,Strong,74,Perfect
int_31c93de4d855,stu_f99e97e8,res_c097c0c3,Board Prep,Strong,53,Perfect
int_78ae2cc37ffa,stu_5f2e2899,res_ea591084,Daily Revision,Average,56,Too Slow
int_8555f324e64e,stu_e06cbbb7,res_834a7e71,Homework Help,Strong,76,Too Slow
int_082dd3085859,stu_eb0fd29e,res_fddbd677,Homework Help,Strong,98,Perfect
int_58720bf6b963,stu_fc81f338,res_7c67e91c,Homework Help,Average,95,Perfect
int_770bc97d79d0,stu_b55b69ba,res_8e255763,Board Prep,Average,100,Perfect
int_faac23cfa81d,stu_088b2309,res_1667f461,Homework Help,Weak,47,Too Hard
int_26e0ff4f4cd3,stu_eb0fd29e,res_7a6411c6,Board Prep,Average,94,Perfect
int_519ade6389d8,stu_19827634,res_819fa87b,Daily Revision,Average,86,Perfect
int_1c781d696204,stu_b621c4b0,res_6738a9a2,Daily Revision,Average,93,Perfect
int_5d1ce26367ed,stu_9838826c,res_67e8900d,Daily Revision,Strong,67,Too Slow
int_837b2b77f72f,stu_8496b4be,res_f8ff0da9,Board Prep,Strong,92,Too Hard
int_75ef620eec9e,stu_3f62107b,res_4d7a2088,Board Prep,Average,91,Perfect
int_b68c7219c0a1,stu_bfd0e513,res_ae477592,Daily Revision,Strong,69,Too Hard
int_967630f106de,stu_d37e1856,res_ecd49422,Daily Revision,Average,94,Perfect
int_67f958517e0a,stu_2b5c74f2,res_3c46ef98,Homework Help,Weak,70,Too Hard
int_0f80c1d66a8e,stu_9c7363c7,res_92889a17,Homework Help,Strong,44,Too Slow
int_9dc605f66e94,stu_1849854b,res_24839f13,Board Prep,Strong,72,Too Slow
int_35cd64de5ae3,stu_bca79d41,res_f7aed930,Daily Revision,Weak,85,Perfect
int_5bd85e51b7d0,stu_ec10089e,res_ff0fb4e3,Daily Revision,Average,83,Perfect
int_5cbf2289139e,stu_87d4aebe,res_37de28c2,Daily Revision,Weak,87,Perfect
int_6a00527d8f5f,stu_4b2dc2f6,res_55609773,Homework Help,Weak,85,Perfect
int_a5d48f8ba796,stu_d85ec4a2,res_02ed7daf,Homework Help,Strong,74,Too Slow
int_4c9af9da252b,stu_96654c4a,res_ff94c9ad,Daily Revision,Weak,100,Perfect
int_3084cc9d73a6,stu_83590388,res_29145c3c,Homework Help,Weak,82,Perfect
int_c09e4c2a8a3e,stu_5ff2b519,res_6d772a49,Board Prep,Strong,44,Too Hard
int_3e6c80da586f,stu_fb42b2ed,res_2202d8fd,Homework Help,Average,79,Too Slow
int_d6820b8dd3cc,stu_7478871d,res_186c8fca,Daily Revision,Average,80,Too Hard
int_b0e037086837,stu_d03843fa,res_88b6d2e9,Homework Help,Weak,59,Perfect
int_9b192d7d092d,stu_19ea3689,res_929da495,Daily Revision,Weak,98,Perfect
int_54276e493191,stu_6441476f,res_299fff6e,Daily Revision,Weak,92,Too Hard
int_1e8355f48d7c,stu_28dc6bce,res_337aaa33,Homework Help,Strong,33,Too Slow
int_8190a4bb9ba8,stu_97bf98d4,res_bd820102,Daily Revision,Average,94,Perfect
int_5b654f1deb3e,stu_8f340aa1,res_767bba67,Daily Revision,Weak,53,Too Hard
int_6a827232e18b,stu_d4d3782d,res_802d85f7,Board Prep,Average,66,Too Slow
int_8b79779a3a05,stu_40c05f29,res_127d0fac,Board Prep,Average,82,Perfect
int_9fe6ca4e2d3e,stu_220116cf,res_0d203544,Homework Help,Strong,94,Perfect
int_7891f58c2e0b,stu_fecd2786,res_53a262d9,Homework Help,Weak,85,Perfect
int_506112795a69,stu_fce04371,res_1436b5b8,Daily Revision,Weak,84,Too Slow
int_ed2a64ae80ea,stu_39c0ff7c,res_ea237986,Homework Help,Weak,83,Too Hard
int_eaed5c4ae796,stu_594b32df,res_24839f13,Daily Revision,Average,82,Perfect
int_2f121490e29d,stu_57a55f84,res_75eb8779,Homework Help,Weak,54,Too Hard
int_c2f6b94fef66,stu_ca6b5c5f,res_504e637d,Board Prep,Strong,88,Perfect
int_8a586ab5c2ce,stu_dc42654a,res_92372bc6,Daily Revision,Strong,78,Too Slow
int_85d8a29a0beb,stu_83c0dd39,res_7d79ea46,Daily Revision,Strong,96,Perfect
int_2b5ea5349dd4,stu_2e24ad70,res_cf39da38,Board Prep,Weak,16,Too Hard
int_b56fd047e727,stu_93d356f1,res_9a89aa4a,Board Prep,Weak,81,Too Hard
int_cd4aa30cccf7,stu_64c68093,res_57d1605b,Daily Revision,Strong,63,Too Slow
int_7a9113f3c239,stu_2d633133,res_ea237986,Board Prep,Average,96,Perfect
int_b6e5c575dd50,stu_5c37f76c,res_802d85f7,Homework Help,Strong,87,Perfect
int_5717cb51ef82,stu_7de4ca90,res_e8e735cf,Board Prep,Weak,79,Perfect
int_483548e115b8,stu_96f4ceb3,res_5328c639,Daily Revision,Weak,83,Perfect
int_443015379875,stu_fc2bbee4,res_24c4c00d,Homework Help,Weak,19,Too Hard
int_ba18477f125c,stu_4d7ad841,res_df5d25d3,Homework Help,Weak,86,Perfect
int_5581cd6219c7,stu_e42da5f0,res_fdbf587b,Board Prep,Strong,34,Too Slow
int_7c5493a23128,stu_19827634,res_d7ec80a5,Homework Help,Average,54,Too Slow
int_15dd9db29a3d,stu_bf284ec4,res_0660f4d7,Daily Revision,Strong,57,Perfect
int_4b79843d6aa1,stu_ba034201,res_1b95e571,Daily Revision,Strong,82,Perfect
int_f8de3c67c9ba,stu_1388049d,res_1331853f,Board Prep,Average,77,Too Hard
int_34a4bde17d78,stu_a68027d5,res_6f9c27a5,Daily Revision,Weak,95,Perfect
int_07a3aae12811,stu_70da3281,res_5f2e5e8c,Homework Help,Average,84,Perfect
int_c77c7306fd9e,stu_4ae29428,res_a4430671,Homework Help,Average,64,Perfect
int_1ae107936ba0,stu_4f37d511,res_55e9d7a9,Board Prep,Average,100,Perfect
int_be658723a6e5,stu_f909b8b5,res_f03e636a,Homework Help,Average,72,Too Slow
int_c5788f084aab,stu_da20ebf5,res_c14a45f6,Board Prep,Weak,58,Too Slow
int_01f7503ff315,stu_8ab4e0fe,res_433448a2,Homework Help,Average,76,Perfect
int_d1df1ebf1bf4,stu_dd3cef3b,res_20aacf41,Board Prep,Weak,91,Perfect
int_a36e5b633392,stu_088b2309,res_d8e0e094,Daily Revision,Weak,13,Too Hard
int_6d7bed033a53,stu_76bb3181,res_fc6af29b,Daily Revision,Average,60,Too Slow
int_39c39b4650bf,stu_40daed29,res_4a832a63,Board Prep,Weak,100,Perfect
int_8101ad3214f4,stu_d839085d,res_55a47106,Homework Help,Average,77,Too Hard
int_6fa34ba16c06,stu_da20ebf5,res_ec783205,Daily Revision,Average,54,Too Slow
int_a03cc5302f98,stu_73bc4081,res_29f23e97,Board Prep,Strong,71,Too Slow
int_7bb5b9248526,stu_de842915,res_a33d3865,Board Prep,Average,85,Perfect
int_84cbe1423c9b,stu_e53fb5cd,res_c85765a4,Daily Revision,Average,93,Perfect
int_5541c7141166,stu_8d58fb64,res_cc0dcd1d,Board Prep,Strong,72,Too Hard
int_79c46f34a5f3,stu_f0e88c8b,res_cecea9c6,Board Prep,Average,66,Too Slow
int_dae8a13d226f,stu_24d6f542,res_6620161e,Daily Revision,Weak,94,Too Hard
int_24815b076da5,stu_145fbcc1,res_156c7b95,Board Prep,Strong,88,Perfect
int_83ccfb61998a,stu_aa5d109f,res_e66e2ef9,Board Prep,Average,98,Perfect
int_b2c4c6ae8130,stu_68b1eb05,res_74d09f65,Homework Help,Strong,51,Too Slow
int_8230f7036973,stu_630347ee,res_cc0dcd1d,Board Prep,Weak,50,Perfect
int_9ce310e3909f,stu_b6be928d,res_e23ad809,Homework Help,Strong,39,Too Slow
int_b634504e9262,stu_7bab3cea,res_28d06671,Daily Revision,Average,54,Too Slow
int_3f42b21f4591,stu_4ae29428,res_cb9e35f7,Daily Revision,Weak,80,Perfect
int_715b9533066a,stu_f44f4b4f,res_b2f74e3c,Homework Help,Strong,80,Perfect
int_ea6de05ff83a,stu_89d85ba5,res_fc705c2c,Homework Help,Average,96,Perfect
int_ae98c7f7b44a,stu_093131d3,res_61c2a27a,Homework Help,Strong,59,Too Hard
int_0e10b22d686a,stu_6d773053,res_fb1faff3,Homework Help,Weak,19,Too Hard
int_7f1bac3535b6,stu_18d5a583,res_dd3c20ca,Board Prep,Average,82,Perfect
int_cda8b99ee616,stu_89d85ba5,res_7932e0e6,Board Prep,Strong,84,Perfect
int_a4967d2626af,stu_a3d86cfe,res_e0cad206,Board Prep,Strong,94,Perfect
int_00c0ac1c32e1,stu_71df0451,res_ce7a89c8,Board Prep,Average,87,Too Hard
int_e82343a14c44,stu_b46af3c9,res_0a524545,Daily Revision,Strong,64,Too Hard
int_427deb1bde4d,stu_fad4940f,res_f3d81d77,Daily Revision,Average,52,Too Hard
int_c477ebd2af13,stu_05a7ef60,res_765e7133,Homework Help,Average,91,Perfect
int_172196ef90e1,stu_2cb3497d,res_05c08ffd,Daily Revision,Weak,37,Too Hard
int_fce03f71070b,stu_47d6e2a8,res_0ab32ed0,Homework Help,Strong,67,Too Hard
int_9990a9282baf,stu_8c88f703,res_a9a5e084,Homework Help,Strong,33,Too Slow
int_835ef3f510d5,stu_311beb1a,res_d0b81f7c,Board Prep,Weak,94,Perfect
int_bef3a32e5581,stu_63e8b170,res_4e285566,Daily Revision,Average,90,Perfect
int_7adb052caba4,stu_0923916b,res_f4ef8fbf,Daily Revision,Weak,82,Perfect
int_4a0ab0fa03f7,stu_929dbe0f,res_cd72eb87,Board Prep,Average,47,Too Slow
int_43f342aba86a,stu_33374d7f,res_24839f13,Board Prep,Average,82,Too Slow
int_3d671c89f768,stu_50e44c6e,res_17e06207,Board Prep,Strong,80,Too Slow
int_07fd44a8a8e3,stu_819273cc,res_1062f204,Homework Help,Strong,81,Perfect
int_740abed5a790,stu_f8224688,res_3f6f4b0d,Daily Revision,Average,80,Perfect
int_e12e16e30bf1,stu_44c2c987,res_e618865e,Daily Revision,Average,80,Perfect
int_0b4403784de2,stu_1ea381f2,res_d81eb238,Board Prep,Average,88,Too Slow
int_9131a7f0d4bb,stu_5554445e,res_69443931,Homework Help,Weak,54,Too Hard
int_a6758bcb3eb4,stu_bfd0e513,res_1b52167e,Board Prep,Strong,99,Perfect
int_15c1291345cc,stu_ae5a0b75,res_4d864743,Board Prep,Average,63,Too Hard
int_0dedcbaaaf40,stu_0beb24e2,res_5328c639,Board Prep,Weak,96,Perfect
int_5641e897cd9a,stu_10402a09,res_9d320ff5,Board Prep,Weak,19,Too Hard
int_664a4fb4b2ad,stu_af0b335f,res_eaace8cf,Homework Help,Average,81,Perfect
int_43fcd9144a63,stu_a0b2dbd3,res_7b7f729b,Daily Revision,Average,50,Too Slow
int_fb4f1d3c9ecf,stu_b359e267,res_36555383,Homework Help,Average,70,Too Slow
int_1b14ca40f342,stu_fa4eb581,res_578c4bc3,Homework Help,Weak,39,Too Hard
int_5a221c9f718b,stu_26654ed6,res_22c86b94,Homework Help,Strong,79,Too Slow
int_dfeb1d6cc161,stu_3977df5a,res_aa587692,Board Prep,Weak,22,Too Hard
int_ecd0dd3d241c,stu_3b73ab9b,res_a4430671,Daily Revision,Average,48,Too Slow
int_dc32b0aa0818,stu_4e17e7b0,res_00830b45,Daily Revision,Weak,75,Perfect
int_4427a91066b4,stu_3d196566,res_88b6d2e9,Daily Revision,Average,89,Perfect
int_d0c8c5a75ab1,stu_fcd19078,res_578c4bc3,Daily Revision,Weak,20,Too Hard
int_69f6cea7c513,stu_cc26180a,res_ca2d9daa,Daily Revision,Weak,80,Perfect
int_0349991046ba,stu_40c05f29,res_6b47bcf3,Daily Revision,Average,60,Too Hard
int_f513969b2b76,stu_8339d87d,res_4640c577,Board Prep,Strong,40,Too Slow
int_464e0c432b76,stu_61825b7a,res_dded2cd2,Board Prep,Weak,57,Too Hard
int_19877e111c9f,stu_fcd19078,res_7924928f,Daily Revision,Weak,93,Too Hard
int_b629df36c634,stu_bd8b1759,res_e0cad206,Homework Help,Weak,26,Too Hard
int_05d57b5dd3bb,stu_a0171c30,res_4312ddce,Board Prep,Weak,80,Perfect
int_8cfe8a48c4b3,stu_d2d92b92,res_e311f097,Homework Help,Strong,98,Perfect
int_347fedfd8814,stu_be80188c,res_bdd9b234,Homework Help,Average,65,Too Hard
int_7f45e420fddb,stu_4e17e7b0,res_61c50f70,Board Prep,Weak,85,Perfect
int_24e4c32624e4,stu_b6b6ae4b,res_cccd0923,Homework Help,Average,89,Perfect
int_25f81ba608c0,stu_e5198511,res_ce7a89c8,Board Prep,Average,58,Too Hard
int_75856672239f,stu_0be1caa4,res_8bc6be90,Board Prep,Weak,87,Perfect
int_7a7b1fa3c00f,stu_fa2c9342,res_159fdfdf,Homework Help,Average,61,Perfect
int_51409b69e4ed,stu_72124c7a,res_7e16c57d,Board Prep,Weak,13,Too Hard
int_0e3918a6ad01,stu_1fc8e6e8,res_770617ad,Daily Revision,Strong,100,Perfect
int_10eec47a8d14,stu_2888351b,res_b7777d3c,Board Prep,Strong,32,Too Slow
int_5ca8122515ed,stu_d2e9cd0d,res_3b04517b,Daily Revision,Strong,70,Too Hard
int_912b090d3ffb,stu_cbc855be,res_330fc8d8,Homework Help,Strong,37,Too Slow
int_17c5801095b3,stu_818bade2,res_f4ef8fbf,Daily Revision,Weak,86,Perfect
int_dbd28e5755cd,stu_65b10015,res_1b175e09,Board Prep,Strong,71,Too Slow
int_c73af523719f,stu_bfd0e513,res_33c0aac2,Homework Help,Weak,91,Perfect
int_70f6ecd43829,stu_a597a757,res_711a962d,Board Prep,Strong,66,Too Slow
int_29df29397366,stu_e85c879a,res_cccd0923,Homework Help,Average,94,Perfect
int_fb68f7bd14b4,stu_53ddfdf4,res_0b6c67e0,Board Prep,Weak,25,Too Hard
int_7d10b3ddd4f5,stu_3100adc1,res_5e93c078,Homework Help,Average,84,Perfect
int_0389f8b41aa8,stu_faae9055,res_425eb82c,Board Prep,Weak,65,Too Hard
int_09bf3faa656d,stu_db2bcca5,res_7c4ca72a,Homework Help,Strong,59,Too Slow
